IPI,brain TSCs (Not Phosphorylated),brownfat TSCs (Not Phosphorylated),heart TSCs (Not Phosphorylated),kidney TSCs (Not Phosphorylated),liver TSCs (Not Phosphorylated),lung TSCs (Not Phosphorylated),pancreas TSCs (Not Phosphorylated),spleen TSCs (Not Phosphorylated),testis TSCs (Not Phosphorylated),normalized_brain_TSC,normalized_brownfat_TSC,normalized_heart_TSC,normalized_kidney_TSC,normalized_liver_TSC,normalized_lung_TSC,normalized_pancreas_TSC,normalized_spleen_TSC,normalized_testis_TSC,CV
IPI00403509,10,2,12,9,9,14,7,15,15,107526.88172043012,21505.376344086024,129032.25806451612,96774.19354838709,96774.19354838709,150537.63440860214,75268.81720430107,161290.32258064515,161290.32258064515,41.06
IPI00856490,5,3,5,2,1,2,3,3,5,172413.7931034483,103448.27586206897,172413.7931034483,68965.5172413793,34482.75862068965,68965.5172413793,103448.27586206897,103448.27586206897,172413.7931034483,45.97
IPI00113287,15,1,11,10,10,6,3,11,11,192307.6923076923,12820.51282051282,141025.64102564103,128205.12820512819,128205.12820512819,76923.07692307692,38461.53846153846,141025.64102564103,141025.64102564103,51.28
IPI00124223,17,26,36,23,32,56,17,37,25,63197.026022304824,96654.2750929368,133828.99628252786,85501.85873605948,118959.10780669145,208178.43866171004,63197.026022304824,137546.46840148699,92936.80297397768,40.86
IPI00124225,14,18,18,36,40,54,15,59,22,50724.637681159424,65217.391304347824,65217.391304347824,130434.78260869565,144927.53623188406,195652.1739130435,54347.82608695652,213768.115942029,79710.14492753622,56.27
IPI00113660,16,3,7,9,15,13,17,36,30,109589.04109589041,20547.94520547945,47945.20547945205,61643.83561643835,102739.72602739725,89041.09589041096,116438.35616438356,246575.3424657534,205479.4520547945,65.58
IPI00396680,6,5,32,52,13,19,42,29,94,20547.94520547945,17123.287671232876,109589.04109589041,178082.19178082192,44520.54794520548,65068.493150684924,143835.61643835617,99315.06849315068,321917.8082191781,86.4
IPI00458949,12,3,8,7,6,7,4,10,22,151898.7341772152,37974.6835443038,101265.82278481012,88607.59493670886,75949.3670886076,88607.59493670886,50632.91139240506,126582.27848101266,278481.0126582278,64.64
IPI00117146,10,6,2,8,7,4,10,6,7,166666.66666666666,100000.0,33333.333333333336,133333.33333333334,116666.66666666667,66666.66666666667,166666.66666666666,100000.0,116666.66666666667,38.97
IPI00338458,5,23,15,20,8,3,2,4,6,58139.53488372093,267441.8604651163,174418.6046511628,232558.13953488372,93023.25581395348,34883.72093023256,23255.81395348837,46511.62790697674,69767.44186046511,81.59
IPI00312174,34,32,54,30,19,8,3,10,16,165048.5436893204,155339.8058252427,262135.9223300971,145631.06796116504,92233.00970873787,38834.95145631068,14563.106796116504,48543.68932038835,77669.90291262136,70.29
IPI00131887,1,1,5,7,5,18,4,13,26,12500.0,12500.0,62500.0,87500.0,62500.0,225000.0,50000.0,162500.0,325000.0,95.37
IPI00134334,9,22,28,20,7,20,9,12,13,64285.71428571428,157142.85714285713,200000.0,142857.14285714284,50000.0,142857.14285714284,64285.71428571428,85714.28571428571,92857.14285714286,46.26
IPI00113563,24,4,15,5,11,53,7,3,10,181818.18181818182,30303.030303030304,113636.36363636363,37878.78787878788,83333.33333333333,401515.1515151515,53030.30303030303,22727.272727272728,75757.57575757576,107.64
IPI00224784,19,8,6,13,16,4,8,8,25,177570.0934579439,74766.3551401869,56074.766355140186,121495.32710280374,149532.7102803738,37383.17757009345,74766.3551401869,74766.3551401869,233644.8598130841,58.19
IPI00116529,4,3,3,7,9,5,1,12,7,78431.37254901961,58823.529411764706,58823.529411764706,137254.90196078434,176470.58823529413,98039.2156862745,19607.843137254902,235294.11764705883,137254.90196078434,60.49
IPI00322145,31,1,3,8,29,25,14,9,37,197452.22929936307,6369.426751592357,19108.28025477707,50955.41401273885,184713.37579617833,159235.6687898089,89171.97452229299,57324.84076433121,235668.7898089172,76.06
IPI00116554,33,25,46,13,15,38,6,33,15,147321.42857142858,111607.14285714287,205357.14285714284,58035.71428571429,66964.28571428571,169642.85714285716,26785.714285714283,147321.42857142858,66964.28571428571,53.96
IPI00464166,60,9,14,14,4,28,21,18,71,251046.0251046025,37656.903765690375,58577.40585774059,58577.40585774059,16736.401673640165,117154.81171548118,87866.10878661087,75313.80753138075,297071.12970711297,87.63
IPI00153702,11,15,8,18,26,12,19,23,15,74829.93197278911,102040.81632653062,54421.76870748299,122448.97959183673,176870.74829931973,81632.65306122448,129251.70068027212,156462.5850340136,102040.81632653062,35.44
IPI00127174,4,2,3,3,3,4,1,13,20,75471.69811320755,37735.84905660377,56603.77358490566,56603.77358490566,56603.77358490566,75471.69811320755,18867.924528301886,245283.01886792452,377358.49056603777,107.55
IPI00128867,33,12,16,14,7,30,23,19,8,203703.70370370368,74074.07407407407,98765.43209876542,86419.75308641975,43209.87654320987,185185.18518518517,141975.3086419753,117283.95061728395,49382.71604938271,50.92
IPI00153234,9,3,7,15,8,3,12,6,1,140625.0,46875.0,109375.0,234375.0,125000.0,46875.0,187500.0,93750.0,15625.0,63.45
IPI00229796,124,55,162,53,37,68,19,49,70,194662.4803767661,86342.22919937206,254317.1114599686,83202.51177394035,58084.77237048666,106750.39246467818,29827.315541601256,76923.07692307692,109890.10989010989,63.23
IPI00225275,108,127,294,59,29,131,8,29,29,132678.13267813268,156019.65601965605,361179.3611793612,72481.57248157248,35626.53562653563,160933.66093366093,9828.009828009828,35626.53562653563,35626.53562653563,98.77
IPI00624663,46,265,236,156,172,332,80,138,73,30707.610146862484,176902.53671562084,157543.391188251,104138.85180240321,114819.75967957277,221628.83845126836,53404.5393858478,92122.83044058745,48731.64218958611,57.63
IPI00223055,27,32,41,40,45,36,56,66,57,67500.0,80000.0,102500.0,100000.0,112500.0,90000.0,140000.0,165000.0,142500.0,28.88
IPI00459279,59,29,33,70,66,31,35,24,20,160762.94277929154,79019.0735694823,89918.25613079019,190735.6948228883,179836.51226158038,84468.66485013624,95367.84741144415,65395.0953678474,54495.91280653951,46.4
IPI00114560,78,39,54,91,71,76,91,71,54,124800.0,62400.0,86400.0,145600.0,113600.0,121600.0,145600.0,113600.0,86400.0,25.22
IPI00130118,57,24,30,35,21,39,26,38,35,186885.24590163934,78688.52459016394,98360.65573770492,114754.09836065574,68852.45901639345,127868.85245901639,85245.90163934426,124590.16393442624,114754.09836065574,31.66
IPI00135869,46,24,40,44,26,59,20,30,45,137724.5508982036,71856.2874251497,119760.47904191617,131736.5269461078,77844.31137724551,176646.70658682636,59880.239520958086,89820.35928143712,134730.53892215568,34.55
IPI00126042,57,25,41,40,31,64,30,64,59,138686.13138686132,60827.25060827251,99756.69099756691,97323.60097323601,75425.79075425792,155717.7615571776,72992.700729927,155717.7615571776,143552.3114355231,33.92
IPI00116770,18,18,17,36,23,22,21,23,28,87378.64077669903,87378.64077669903,82524.2718446602,174757.28155339806,111650.48543689321,106796.11650485436,101941.74757281553,111650.48543689321,135922.33009708737,26.07
IPI00133706,25,13,20,39,19,32,17,22,20,120772.94685990337,62801.93236714976,96618.35748792271,188405.79710144928,91787.43961352657,154589.3719806763,82125.60386473431,106280.19323671497,96618.35748792271,34.78
IPI00337980,15,17,20,23,12,21,5,20,15,101351.35135135136,114864.86486486487,135135.13513513515,155405.4054054054,81081.08108108108,141891.8918918919,33783.78378378379,135135.13513513515,101351.35135135136,33.6
IPI00116729,12,6,8,9,3,12,3,10,10,164383.5616438356,82191.7808219178,109589.04109589041,123287.6712328767,41095.8904109589,164383.5616438356,41095.8904109589,136986.301369863,136986.301369863,42.46
IPI00116760,12,4,4,10,10,3,2,7,5,210526.31578947368,70175.43859649122,70175.43859649122,175438.59649122806,175438.59649122806,52631.57894736842,35087.71929824561,122807.01754385965,87719.29824561403,56.38
IPI00137227,50,18,30,40,30,36,37,27,37,163934.4262295082,59016.39344262295,98360.65573770492,131147.54098360657,98360.65573770492,118032.7868852459,121311.47540983607,88524.59016393442,121311.47540983607,26.62
IPI00130489,18,8,16,16,8,16,3,8,7,180000.0,80000.0,160000.0,160000.0,80000.0,160000.0,30000.0,80000.0,70000.0,48.35
IPI00122965,155,4,17,4,3,3,14,1,2,763546.7980295566,19704.433497536946,83743.84236453201,19704.433497536946,14778.325123152708,14778.325123152708,68965.5172413793,4926.108374384236,9852.216748768473,221.6
IPI00113112,150,11,16,14,9,18,24,14,15,553505.5350553506,40590.40590405904,59040.590405904055,51660.516605166056,33210.33210332104,66420.66420664208,88560.88560885609,51660.516605166056,55350.553505535056,149.98
IPI00749720,47,5,15,7,13,22,22,9,29,278106.50887573964,29585.798816568047,88757.39644970413,41420.11834319527,76923.07692307692,130177.51479289941,130177.51479289941,53254.43786982249,171597.63313609466,70.29
IPI00404477,75,16,26,24,10,41,42,44,49,229357.79816513762,48929.66360856269,79510.70336391438,73394.49541284404,30581.03975535168,125382.26299694188,128440.36697247707,134556.5749235474,149847.09480122325,54.48
IPI00113127,15,2,1,6,6,2,2,3,9,326086.95652173914,43478.260869565216,21739.130434782608,130434.78260869565,130434.78260869565,43478.260869565216,43478.260869565216,65217.391304347824,195652.1739130435,88.83
IPI00271059,13,1,1,4,2,9,1,12,16,220338.98305084746,16949.15254237288,16949.15254237288,67796.61016949153,33898.30508474576,152542.37288135593,16949.15254237288,203389.83050847458,271186.4406779661,91.24
IPI00132410,32,7,16,21,11,18,8,15,9,233576.6423357664,51094.890510948906,116788.3211678832,153284.67153284673,80291.9708029197,131386.8613138686,58394.1605839416,109489.05109489051,65693.4306569343,51.91
IPI00116563,44,15,18,30,28,37,13,17,16,201834.86238532112,68807.3394495413,82568.80733944954,137614.6788990826,128440.36697247707,169724.77064220185,59633.02752293579,77981.6513761468,73394.49541284404,45.5
IPI00224518,44,22,25,64,32,51,10,24,20,150684.9315068493,75342.46575342465,85616.43835616438,219178.08219178082,109589.04109589041,174657.53424657535,34246.57534246575,82191.7808219178,68493.1506849315,53.03
IPI00116697,41,5,16,22,17,33,10,13,30,219251.3368983957,26737.9679144385,85561.4973262032,117647.05882352941,90909.09090909091,176470.58823529413,53475.935828877,69518.71657754011,160427.807486631,56.63
IPI00408892,69,28,54,72,42,87,46,60,46,136904.76190476192,55555.555555555555,107142.85714285713,142857.14285714284,83333.33333333333,172619.0476190476,91269.84126984126,119047.61904761904,91269.84126984126,32.11
IPI00331128,10,6,6,18,11,15,13,24,11,87719.29824561403,52631.57894736842,52631.57894736842,157894.73684210525,96491.22807017544,131578.94736842104,114035.08771929824,210526.31578947368,96491.22807017544,45.35
IPI00129399,4,2,2,3,3,1,4,3,4,153846.15384615384,76923.07692307692,76923.07692307692,115384.61538461539,115384.61538461539,38461.53846153846,153846.15384615384,115384.61538461539,153846.15384615384,36.49
IPI00378156,36,11,7,20,9,40,14,16,27,200000.0,61111.11111111111,38888.88888888889,111111.11111111111,50000.0,222222.22222222222,77777.77777777778,88888.88888888889,150000.0,59.37
IPI00271905,11,3,5,8,5,1,3,5,5,239130.4347826087,65217.391304347824,108695.65217391304,173913.04347826086,108695.65217391304,21739.130434782608,65217.391304347824,108695.65217391304,108695.65217391304,57.41
IPI00620701,6,2,3,3,1,4,2,1,2,250000.0,83333.33333333333,125000.0,125000.0,41666.666666666664,166666.66666666666,83333.33333333333,41666.666666666664,83333.33333333333,59.29
IPI00127408,35,12,15,28,31,36,12,33,16,160550.45871559635,55045.87155963303,68807.3394495413,128440.36697247707,142201.83486238532,165137.6146788991,55045.87155963303,151376.14678899082,73394.49541284404,42.39
IPI00830250,4,6,8,4,2,14,6,25,14,48192.77108433735,72289.15662650602,96385.5421686747,48192.77108433735,24096.385542168675,168674.6987951807,72289.15662650602,301204.8192771085,168674.6987951807,78.9
IPI00108774,18,2,5,9,7,16,14,18,19,166666.66666666666,18518.51851851852,46296.29629629629,83333.33333333333,64814.81481481481,148148.14814814815,129629.62962962962,166666.66666666666,175925.92592592593,53.03
IPI00108335,1,4,4,13,2,3,7,32,21,11494.252873563219,45977.011494252874,45977.011494252874,149425.28735632185,22988.505747126437,34482.75862068965,80459.77011494253,367816.091954023,241379.3103448276,108.99
IPI00124282,10,5,6,5,3,5,3,2,3,238095.23809523808,119047.61904761904,142857.14285714284,119047.61904761904,71428.57142857142,119047.61904761904,71428.57142857142,47619.04761904762,71428.57142857142,51.38
IPI00121110,40,16,24,32,13,48,5,8,24,190476.19047619047,76190.4761904762,114285.71428571428,152380.9523809524,61904.76190476191,228571.42857142855,23809.52380952381,38095.2380952381,114285.71428571428,62.36
IPI00321978,21,8,11,19,12,13,7,21,23,155555.55555555556,59259.25925925926,81481.48148148149,140740.74074074076,88888.88888888889,96296.29629629629,51851.85185185185,155555.55555555556,170370.37037037036,40.41
IPI00337844,15,16,7,13,19,20,48,107,74,47021.94357366771,50156.73981191222,21943.5736677116,40752.35109717868,59561.12852664576,62695.924764890275,150470.21943573668,335423.197492163,231974.92163009403,96.62
IPI00135190,6,6,9,3,2,7,3,27,17,75000.0,75000.0,112500.0,37500.0,25000.0,87500.0,37500.0,337500.0,212500.0,91.65
IPI00138406,28,16,24,34,24,57,20,44,24,103321.03321033211,59040.590405904055,88560.88560885609,125461.25461254612,88560.88560885609,210332.1033210332,73800.73800738007,162361.62361623615,88560.88560885609,43.12
IPI00310972,61,5,2,4,3,12,2,15,8,544642.857142857,44642.857142857145,17857.142857142855,35714.28571428571,26785.714285714283,107142.85714285713,17857.142857142855,133928.57142857142,71428.57142857142,150.82
IPI00138716,25,1,2,6,6,13,2,17,7,316455.6962025317,12658.227848101265,25316.45569620253,75949.3670886076,75949.3670886076,164556.96202531643,25316.45569620253,215189.87341772154,88607.59493670886,91.81
IPI00315488,30,20,29,42,39,48,53,71,62,76142.13197969543,50761.42131979695,73604.06091370559,106598.98477157361,98984.77157360407,121827.41116751269,134517.7664974619,180203.0456852792,157360.40609137056,37.67
IPI00130621,20,5,14,7,7,21,7,13,44,144927.53623188406,36231.884057971016,101449.27536231885,50724.637681159424,50724.637681159424,152173.91304347827,50724.637681159424,94202.89855072464,318840.5797101449,79.81
IPI00126133,20,9,11,11,11,15,10,43,30,125000.0,56250.0,68750.0,68750.0,68750.0,93750.0,62500.0,268750.0,187500.0,65.16
IPI00113372,20,2,1,3,1,10,3,4,32,263157.8947368421,26315.78947368421,13157.894736842105,39473.68421052631,13157.894736842105,131578.94736842104,39473.68421052631,52631.57894736842,421052.63157894736,127.15
IPI00122696,6,4,5,18,4,7,4,31,26,57142.85714285714,38095.2380952381,47619.04761904762,171428.57142857142,38095.2380952381,66666.66666666667,38095.2380952381,295238.09523809527,247619.04761904763,90.61
IPI00122698,6,2,7,7,5,4,1,40,13,70588.23529411765,23529.41176470588,82352.94117647059,82352.94117647059,58823.529411764706,47058.82352941176,11764.70588235294,470588.23529411765,152941.17647058825,126.74
IPI00135277,19,7,3,24,8,22,12,11,16,155737.7049180328,57377.04918032787,24590.16393442623,196721.31147540984,65573.77049180328,180327.868852459,98360.65573770492,90163.9344262295,131147.54098360657,52.83
IPI00322263,3,2,6,1,4,17,3,13,10,50847.457627118645,33898.30508474576,101694.91525423729,16949.15254237288,67796.61016949153,288135.593220339,50847.457627118645,220338.98305084746,169491.5254237288,84.63
IPI00130883,7,5,5,3,9,14,17,15,14,78651.68539325842,56179.77528089887,56179.77528089887,33707.86516853933,101123.59550561798,157303.37078651684,191011.23595505618,168539.32584269662,157303.37078651684,52.41
IPI00109860,4,2,3,9,7,11,5,14,11,60606.06060606061,30303.030303030304,45454.545454545456,136363.63636363635,106060.60606060606,166666.66666666666,75757.57575757576,212121.21212121213,166666.66666666666,56.64
IPI00122429,1,7,8,20,27,13,2,9,8,10526.315789473683,73684.21052631579,84210.52631578947,210526.31578947368,284210.5263157895,136842.1052631579,21052.631578947367,94736.84210526316,84210.52631578947,79.14
IPI00137831,2,1,3,4,1,15,8,8,10,38461.53846153846,19230.76923076923,57692.307692307695,76923.07692307692,19230.76923076923,288461.53846153844,153846.15384615384,153846.15384615384,192307.6923076923,82.9
IPI00271835,18,6,9,43,25,34,12,35,20,89108.91089108911,29702.9702970297,44554.455445544554,212871.28712871287,123762.37623762376,168316.83168316833,59405.9405940594,173267.32673267325,99009.90099009902,56.93
IPI00308324,6,8,8,16,13,7,3,8,5,81081.08108108108,108108.10810810812,108108.10810810812,216216.21621621624,175675.67567567568,94594.5945945946,40540.54054054054,108108.10810810812,67567.56756756757,48.56
IPI00653921,3,3,3,3,6,3,3,1,2,111111.11111111111,111111.11111111111,111111.11111111111,111111.11111111111,222222.22222222222,111111.11111111111,111111.11111111111,37037.03703703704,74074.07407407407,44.1
IPI00315463,23,13,39,15,12,23,34,16,13,122340.4255319149,69148.93617021276,207446.80851063828,79787.2340425532,63829.787234042546,122340.4255319149,180851.06382978725,85106.3829787234,69148.93617021276,46.99
IPI00133119,5,8,6,17,14,8,11,7,7,60240.96385542169,96385.5421686747,72289.15662650602,204819.27710843371,168674.6987951807,96385.5421686747,132530.12048192773,84337.34939759035,84337.34939759035,43.3
IPI00173343,6,1,3,1,5,4,2,5,14,146341.46341463414,24390.243902439026,73170.73170731707,24390.243902439026,121951.21951219512,97560.9756097561,48780.48780487805,121951.21951219512,341463.4146341464,87.19
IPI00177205,10,4,5,4,7,9,9,7,11,151515.15151515152,60606.06060606061,75757.57575757576,60606.06060606061,106060.60606060606,136363.63636363635,136363.63636363635,106060.60606060606,166666.66666666666,35.43
IPI00315100,9,4,9,15,12,8,3,15,8,108433.73493975904,48192.77108433735,108433.73493975904,180722.89156626505,144578.31325301205,96385.5421686747,36144.57831325301,180722.89156626505,96385.5421686747,45.93
IPI00122245,42,27,20,48,37,80,26,53,36,113821.1382113821,73170.73170731707,54200.54200542006,130081.30081300814,100271.00271002711,216802.16802168023,70460.70460704606,143631.43631436315,97560.9756097561,44.12
IPI00116558,23,7,13,13,16,37,5,50,14,129213.48314606743,39325.84269662921,73033.70786516854,73033.70786516854,89887.6404494382,207865.16853932585,28089.887640449437,280898.8764044944,78651.68539325842,74.6
IPI00123186,19,20,11,21,6,15,3,12,12,159663.86554621847,168067.2268907563,92436.97478991597,176470.58823529413,50420.16806722689,126050.42016806723,25210.084033613446,100840.33613445378,100840.33613445378,46.89
IPI00473646,5,21,14,25,6,9,4,14,6,48076.92307692308,201923.07692307694,134615.3846153846,240384.6153846154,57692.307692307695,86538.46153846153,38461.53846153846,134615.3846153846,57692.307692307695,64.92
IPI00625328,1,2,2,14,9,4,1,9,10,19230.76923076923,38461.53846153846,38461.53846153846,269230.7692307692,173076.92307692306,76923.07692307692,19230.76923076923,173076.92307692306,192307.6923076923,82.9
IPI00471406,9,9,25,5,2,11,6,36,17,75000.0,75000.0,208333.33333333334,41666.666666666664,16666.666666666668,91666.66666666666,50000.0,300000.0,141666.66666666666,82.07
IPI00347336,20,1,2,12,6,19,54,24,46,108695.65217391304,5434.782608695652,10869.565217391304,65217.391304347824,32608.695652173912,103260.86956521739,293478.26086956525,130434.78260869565,250000.0,91.38
IPI00407342,5,2,2,8,7,8,3,4,10,102040.81632653062,40816.32653061224,40816.32653061224,163265.30612244896,142857.14285714284,163265.30612244896,61224.489795918365,81632.65306122448,204081.63265306124,53.64
IPI00380766,5,7,3,7,9,25,12,22,14,48076.92307692308,67307.6923076923,28846.153846153848,67307.6923076923,86538.46153846153,240384.6153846154,115384.61538461539,211538.46153846153,134615.3846153846,65.64
IPI00621791,3,1,3,2,6,5,4,20,7,58823.529411764706,19607.843137254902,58823.529411764706,39215.686274509804,117647.05882352941,98039.2156862745,78431.37254901961,392156.862745098,137254.90196078434,100.6
IPI00313296,13,22,35,41,31,46,112,63,40,32258.06451612903,54590.570719602976,86848.63523573201,101736.97270471464,76923.07692307692,114143.92059553349,277915.63275434246,156327.5434243176,99255.58312655088,64.65
IPI00122529,41,31,17,38,23,36,36,23,23,152985.07462686568,115671.64179104478,63432.835820895525,141791.0447761194,85820.89552238806,134328.35820895524,134328.35820895524,85820.89552238806,85820.89552238806,28.43
IPI00119807,13,6,7,11,6,6,2,5,7,206349.20634920633,95238.09523809524,111111.11111111111,174603.1746031746,95238.09523809524,95238.09523809524,31746.031746031746,79365.07936507936,111111.11111111111,46.29
IPI00108147,13,22,39,46,13,65,21,51,25,44067.79661016949,74576.27118644069,132203.38983050847,155932.2033898305,44067.79661016949,220338.98305084746,71186.44067796611,172881.35593220338,84745.7627118644,55.86
IPI00108150,92,21,58,60,3,81,24,51,32,218009.47867298577,49763.03317535545,137440.75829383888,142180.09478672987,7109.004739336493,191943.12796208533,56872.037914691944,120853.08056872038,75829.38388625594,62.42
IPI00132128,6,2,2,7,2,1,3,6,16,133333.33333333334,44444.444444444445,44444.444444444445,155555.55555555556,44444.444444444445,22222.222222222223,66666.66666666667,133333.33333333334,355555.55555555556,93.27
IPI00377618,5,4,3,3,3,6,7,24,16,70422.5352112676,56338.028169014084,42253.52112676056,42253.52112676056,42253.52112676056,84507.04225352113,98591.54929577465,338028.1690140845,225352.11267605633,92.38
IPI00124511,7,6,3,7,8,9,8,16,7,98591.54929577465,84507.04225352113,42253.52112676056,98591.54929577465,112676.05633802817,126760.56338028169,112676.05633802817,225352.11267605633,98591.54929577465,44.11
IPI00127085,5,1,10,14,23,20,34,20,3,38461.53846153846,7692.307692307692,76923.07692307692,107692.3076923077,176923.07692307694,153846.15384615384,261538.46153846156,153846.15384615384,23076.923076923078,74.97
IPI00340103,5,6,5,10,10,6,23,20,8,53763.44086021506,64516.12903225806,53763.44086021506,107526.88172043012,107526.88172043012,64516.12903225806,247311.82795698926,215053.76344086023,86021.5053763441,64.37
IPI00331461,2,4,7,6,7,9,17,13,9,27027.02702702703,54054.05405405406,94594.5945945946,81081.08108108108,94594.5945945946,121621.62162162163,229729.72972972973,175675.67567567568,121621.62162162163,55.33
IPI00849793,11,14,10,18,25,20,66,33,15,51886.79245283019,66037.7358490566,47169.81132075472,84905.66037735848,117924.52830188679,94339.62264150944,311320.75471698114,155660.37735849057,70754.71698113208,74.17
IPI00223217,10,10,16,16,29,20,42,18,10,58479.53216374269,58479.53216374269,93567.2514619883,93567.2514619883,169590.6432748538,116959.06432748538,245614.0350877193,105263.15789473684,58479.53216374269,55.58
IPI00133185,12,11,7,19,14,16,31,16,7,90225.56390977443,82706.76691729322,52631.57894736842,142857.14285714284,105263.15789473684,120300.75187969924,233082.70676691728,120300.75187969924,52631.57894736842,49.47
IPI00273803,7,9,11,18,18,16,35,17,7,50724.637681159424,65217.391304347824,79710.14492753622,130434.78260869565,130434.78260869565,115942.02898550725,253623.18840579712,123188.40579710146,50724.637681159424,56.57
IPI00453768,3,11,13,19,25,17,79,38,11,13888.888888888889,50925.92592592592,60185.18518518518,87962.96296296296,115740.74074074074,78703.70370370371,365740.74074074073,175925.92592592593,50925.92592592592,95.42
IPI00555113,6,9,14,8,17,19,40,25,14,39473.68421052631,59210.52631578947,92105.26315789473,52631.57894736842,111842.1052631579,125000.0,263157.8947368421,164473.68421052632,92105.26315789473,62.13
IPI00162790,9,11,6,22,22,25,54,38,14,44776.119402985074,54726.36815920398,29850.746268656716,109452.73631840796,109452.73631840796,124378.10945273632,268656.7164179105,189054.7263681592,69651.74129353234,68.97
IPI00122426,5,3,7,13,19,16,34,17,7,41322.31404958678,24793.388429752067,57851.23966942149,107438.01652892563,157024.79338842977,132231.40495867768,280991.7355371901,140495.86776859505,57851.23966942149,71.35
IPI00139780,13,15,13,29,48,25,198,21,19,34120.73490813648,39370.07874015748,34120.73490813648,76115.48556430446,125984.25196850393,65616.79790026246,519685.0393700787,55118.11023622047,49868.76640419947,140.27
IPI00132460,5,7,8,20,27,12,29,34,14,32051.282051282047,44871.794871794875,51282.05128205128,128205.12820512819,173076.92307692306,76923.07692307692,185897.4358974359,217948.71794871794,89743.58974358975,61.19
IPI00321170,1,49,8,37,52,53,187,128,23,1858.736059479554,91078.06691449814,14869.888475836431,68773.23420074349,96654.2750929368,98513.01115241635,347583.6431226766,237918.2156133829,42750.92936802974,100.84
IPI00222549,8,8,10,16,26,17,34,15,11,55172.41379310345,55172.41379310345,68965.5172413793,110344.8275862069,179310.3448275862,117241.37931034483,234482.75862068965,103448.27586206897,75862.06896551725,54.42
IPI00230679,1,2,1,2,3,3,3,2,1,55555.555555555555,111111.11111111111,55555.555555555555,111111.11111111111,166666.66666666666,166666.66666666666,166666.66666666666,111111.11111111111,55555.555555555555,43.3
IPI00111412,8,22,13,42,32,33,93,57,25,24615.384615384617,67692.30769230769,40000.0,129230.76923076923,98461.53846153847,101538.46153846153,286153.8461538461,175384.61538461538,76923.07692307692,71.82
IPI00313222,13,16,10,26,28,24,122,63,20,40372.67080745342,49689.44099378882,31055.900621118013,80745.34161490684,86956.52173913043,74534.16149068323,378881.98757763975,195652.1739130435,62111.801242236026,100.26
IPI00311236,7,16,11,27,37,31,62,66,19,25362.318840579712,57971.014492753624,39855.07246376811,97826.08695652174,134057.97101449277,112318.84057971014,224637.6811594203,239130.4347826087,68840.57971014493,69.0
IPI00111695,1,1,2,2,1,1,4,3,2,58823.529411764706,58823.529411764706,117647.05882352941,117647.05882352941,58823.529411764706,58823.529411764706,235294.11764705883,176470.58823529413,117647.05882352941,55.8
IPI00137787,13,14,17,21,21,19,99,36,8,52419.35483870968,56451.6129032258,68548.38709677418,84677.4193548387,84677.4193548387,76612.90322580645,399193.54838709673,145161.29032258067,32258.06451612903,101.23
IPI00314950,16,24,15,24,46,32,72,46,20,54237.28813559322,81355.93220338982,50847.457627118645,81355.93220338982,155932.2033898305,108474.57627118644,244067.7966101695,155932.2033898305,67796.61016949153,57.11
IPI00113377,13,9,6,13,22,20,54,15,23,74285.71428571429,51428.57142857143,34285.71428571429,74285.71428571429,125714.28571428572,114285.71428571428,308571.4285714286,85714.28571428571,131428.57142857142,72.87
IPI00139795,19,9,11,21,26,30,68,23,23,82608.6956521739,39130.434782608696,47826.08695652174,91304.34782608696,113043.47826086957,130434.78260869565,295652.1739130435,100000.0,100000.0,67.55
IPI00309035,29,43,43,76,91,95,131,76,103,42212.51819505094,62590.975254730714,62590.975254730714,110625.9097525473,132459.9708879185,138282.38719068415,190684.13391557496,110625.9097525473,149927.21979621542,43.27
IPI00475154,27,45,55,100,147,119,268,155,157,25163.09412861137,41938.49021435228,51258.15470643057,93196.64492078284,136999.0680335508,110904.0074557316,249767.00838769806,144454.79962721342,146318.73252562908,62.29
IPI00112448,10,15,15,27,35,24,49,52,16,41152.2633744856,61728.39506172839,61728.39506172839,111111.11111111111,144032.9218106996,98765.43209876542,201646.09053497942,213991.7695473251,65843.62139917696,56.78
IPI00117569,8,13,11,18,35,16,45,30,16,41666.666666666664,67708.33333333333,57291.666666666664,93750.0,182291.66666666666,83333.33333333333,234375.0,156250.0,83333.33333333333,58.45
IPI00225634,5,1,2,3,3,3,6,3,2,178571.42857142858,35714.28571428571,71428.57142857142,107142.85714285713,107142.85714285713,107142.85714285713,214285.71428571426,107142.85714285713,71428.57142857142,49.39
IPI00322562,11,11,3,12,29,21,31,16,15,73825.5033557047,73825.5033557047,20134.228187919463,80536.91275167785,194630.87248322146,140939.59731543623,208053.6912751678,107382.55033557047,100671.1409395973,54.54
IPI00319231,8,6,5,13,21,21,33,25,5,58394.1605839416,43795.620437956204,36496.3503649635,94890.51094890511,153284.67153284673,153284.67153284673,240875.91240875915,182481.7518248175,36496.3503649635,66.9
IPI00230660,3,3,1,6,5,5,14,7,6,60000.0,60000.0,20000.0,120000.0,100000.0,100000.0,280000.0,140000.0,120000.0,66.2
IPI00465880,18,17,11,28,46,35,70,72,26,55727.55417956656,52631.57894736842,34055.72755417956,86687.306501548,142414.86068111454,108359.13312693499,216718.26625386998,222910.21671826625,80495.35603715171,62.51
